invoice_and_item_number,date,store_name,city,county,category_name,vendor_name,item_description,state_bottle_retail,bottles_sold,sale_dollars
INV-78557900005,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,26.24,12,314.88
INV-79005600007,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA PET,2.76,24,66.24
INV-79258700014,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,24,192.0
INV-79104900006,2025-01-28,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,6,171.0
INV-78664800023,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,WHITE RUM,LUXCO INC,PARAMOUNT WHITE RUM,12.0,6,72.0
INV-79704100001,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78271300018,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,CIROC PEACH,13.88,3,41.64
INV-79114900033,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT,7.17,3,21.51
INV-79074700013,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,WILLIAM GRANT & SONS INC,SAILOR JERRY SPICED NAVY RUM,15.0,4,60.0
INV-79107800016,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,CIROC PINEAPPLE,13.88,12,166.56
INV-79160900001,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,50.99,6,305.94
INV-79074800014,2025-01-27,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,DIAGEO AMERICAS,CAPTAIN MORGAN LONG ISLAND ICED TEA,16.5,6,99.0
INV-78558000005,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,4.88,48,234.24
INV-79258700021,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER MINI,34.5,1,34.5
INV-78390200039,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO MINI,18.5,2,37.0
INV-78664800004,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,BAKERS 7YR,45.0,1,45.0
INV-78562500004,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,TEMPORARY & SPECIALTY PACKAGES,AIKO IMPORTERS INC,DUCKS UNLIMITED CERAMIC EDITION,93.75,2,187.5
INV-78755500019,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN FLAVORED VODKA,BLACK ROCK SPIRITS,BAKON,22.5,2,45.0
INV-78786000034,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,DI AMORE AMARETTO,9.38,2,18.76
INV-78586600006,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,8.13,12,97.56
INV-79962100009,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED CORDIALS & LIQUEURS,BACARDI USA INC,D'USSE VSOP FLASK,21.0,12,252.0
INV-79504400029,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,"MAST-JAGERMEISTER US, INC",TEREMANA REPOSADO TEQUILA,14.3,12,171.6
INV-79438900010,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,6.33,24,151.92
INV-79485800012,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,HEAVEN HILL BRANDS,BURNETTS VODKA 80PRF,7.5,12,90.0
INV-78832500022,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,CAMPARI AMERICA,COURVOISIER VS COGNAC,7.5,48,360.0
INV-79102800003,2025-01-28,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,11.58,6,69.48
INV-79258800010,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,E & J GALLO WINERY,NEW AMSTERDAM 80PRF MINI,6.92,12,83.04
INV-79901400020,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,HEAVEN HILL BRANDS,CHRISTIAN BROS HONEY,9.75,1,9.75
INV-78786100001,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,SAZERAC COMPANY  INC,SEAGRAMS VO CANADIAN WHISKEY,9.38,2,18.76
INV-78319800019,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE WILD BERRY MARGARITA,15.06,1,15.06
INV-79901400008,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DRY GINS,E & J GALLO WINERY,NEW AMSTERDAM GIN,24.0,2,48.0
INV-79107800010,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,REMY COINTREAU USA INC,REMY MARTIN VSOP FLASK,18.08,12,216.96
INV-79863500012,2025-02-21,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY PICKLES MOONSHINE,19.5,6,117.0
INV-78390200025,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF PET,22.13,3,66.39
INV-78334400010,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,HEAVEN HILL BRANDS,BURNETTS VODKA 80PRF,7.5,12,90.0
INV-79504400009,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-79919600011,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,3.0,24,72.0
INV-79752000001,2025-02-19,HOMETOWN FOODS / TRAER,TRAER,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,10.5,12,126.0
INV-78786200004,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,9.0,24,216.0
INV-79901500009,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS CHERRY MINI,7.5,3,22.5
INV-79258600029,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN PRIVATE STOCK,18.74,1,18.74
INV-79344100013,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,HANDY SCHILLER OLD FASHIONED,30.0,6,180.0
INV-78755500020,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,3.0,24,72.0
INV-79554300007,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA PET,5.25,12,63.0
INV-78900100003,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED BARREL,27.74,6,166.44
INV-78786200044,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 WATERMELON PET MINI,78.6,1,78.6
INV-78586600002,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL MINI,17.25,12,207.0
INV-78870300008,2025-01-21,HOMETOWN FOODS / TRAER,TRAER,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC WHITE PEACH LIGHT MARGARITA,6.9,6,41.4
INV-79107800024,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO SQUARE,9.8,12,117.6
INV-78786200028,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,SPICED RUM,HEAVEN HILL BRANDS,ADMIRAL NELSON SPICED,5.25,24,126.0
INV-79947200007,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,FLEISCHMANNS 80PRF VODKA,9.75,6,58.5
INV-78664800032,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET APPLE,17.25,6,103.5
INV-79472500001,2025-02-10,WILTON EXPRESS,WILTON,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,144,216.0
INV-79478800022,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",JAGERMEISTER LIQUEUR,21.53,1,21.53
INV-79478800027,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,DI AMORE AMARETTO,9.38,1,9.38
INV-79160900005,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,CAMPARI AMERICA,WILD TURKEY 101,22.5,3,67.5
INV-78334200010,2025-01-06,COLONY POINT FUEL & GAS - WILLIAMSBURG,WILLIAMSBURG,IOWA,TEMPORARY & SPECIALTY PACKAGES,"SOVEREIGN BRANDS, LLC",BUMBU RUM,14.0,12,168.0
INV-79695400014,2025-02-17,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,24,192.0
INV-78823700028,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,CREAM LIQUEURS,MCCORMICK DISTILLING CO.,TEQUILA ROSE LIQUEUR,18.75,12,225.0
INV-79704200007,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,SPICED RUM,HEAVEN HILL BRANDS,ADMIRAL NELSON SPICED,18.75,6,112.5
INV-79695400008,2025-02-17,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,MAKERS MARK,27.0,3,81.0
INV-79478800005,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,EVAN WILLIAMS BLACK,26.25,2,52.5
INV-79736200017,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF PET,22.13,2,44.26
INV-78786000040,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER LUSCIOUS PEACHTREE PET,17.63,2,35.26
INV-79438900022,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,IMPORTED BRANDIES,MOET HENNESSY USA,HENNESSY VS FLASK,17.24,12,206.88
INV-79438900023,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN BRANDIES,HEAVEN HILL BRANDS,CHRISTIAN BROS BRANDY,18.75,3,56.25
INV-78334400021,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIME MARGARITA,13.11,6,78.66
INV-79485800028,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,E & J GALLO WINERY,FAMILIA CAMARENA REPOSADO,21.75,12,261.0
INV-78558000016,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,288,432.0
INV-79074700021,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY SALTY CARAMEL WHISKEY MINI,26.25,3,78.75
INV-79795700018,2025-02-19,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,IMPORTED CORDIALS & LIQUEURS,USDP / UNITED STATES DISTILLED PRODUCTS CO,SOOH PASSOA LIQUEUR,11.61,1,11.61
INV-79114900026,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PEACH,12.0,2,24.0
INV-79068000038,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER LUSCIOUS PEACHTREE PET,10.13,2,20.26
INV-79655900027,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN CORDIALS & LIQUEURS,CAMPARI AMERICA,WILD TURKEY AMERICAN HONEY,17.25,3,51.75
INV-79962100007,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,CAMPARI AMERICA,COURVOISIER VS COGNAC,15.75,12,189.0
INV-79107800005,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,6.33,24,151.92
INV-79074900008,2025-01-27,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,12,180.0
INV-79695100009,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,24,192.0
INV-78390200019,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,"BLUE OX SPIRITS, INC.",BLUE OX VODKA,11.45,6,68.7
INV-79695400004,2025-02-17,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-79074700004,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-79704200008,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI SLEEVE,6.56,12,78.72
INV-78397000032,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO DEVILS RESERVE,18.0,1,18.0
INV-79114900031,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,3,24.0
INV-79919600005,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,26.24,6,157.44
INV-79258800022,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS,1.5,48,72.0
INV-78334300017,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT CHERRY BRANDY,10.13,12,121.56
INV-79900600005,2025-02-24,WILTON EXPRESS,WILTON,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,13.5,12,162.0
INV-79655900025,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PINK WHITNEY PET,12.0,12,144.0
INV-78786200008,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,9.0,24,216.0
INV-78900000006,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,12,342.0
INV-78755500040,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS TENNESSEE HONEY MINI,17.25,2,34.5
INV-78586600001,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,TEMPORARY & SPECIALTY PACKAGES,SHAW-ROSS INTERNATIONAL,CRYSTAL HEAD VODKA LUNAR NEW YEAR 2025,75.0,1,75.0
INV-78786000018,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PINK WHITNEY,12.75,3,38.25
INV-79258600012,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,IRISH WHISKIES,PERNOD RICARD USA,JAMESON BLACK BARREL,11.99,12,143.88
INV-79478900009,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 CINNAMON,1.5,48,72.0
INV-79695200004,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL FLAT,12.38,24,297.12
INV-79504400022,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,SAZERAC COMPANY  INC,PAUL MASSON GRANDE AMBER BRANDY VS,4.83,24,115.92
INV-78832500002,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-79160900007,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,HEAVEN HILL BRANDS,ADMIRAL NELSON SPICED,18.75,6,112.5
INV-79704100027,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,GOLD RUM,LUXCO INC,PARAMOUNT GOLD RUM,12.0,6,72.0
INV-78586600014,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE MANGO MARGARITA,15.06,6,90.36
INV-78558100002,2025-01-13,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-79258800023,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,BLENDED WHISKIES,PERNOD RICARD USA,SKREWBALL PEANUT BUTTER WHISKEY MINI,21.0,12,252.0
INV-78900200001,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TEMPORARY & SPECIALTY PACKAGES,BROWN FORMAN CORP.,WOODFORD RESERVE BATCH PROOF,116.7,1,116.7
INV-78319900007,2025-01-06,PRIMESTAR / MARENGO,MARENGO,IOWA,FLAVORED RUM,PERNOD RICARD USA,MALIBU COCONUT,8.24,2,16.48
INV-78397000018,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,CAMPARI AMERICA,COURVOISIER VS COGNAC,15.75,12,189.0
INV-79655900015,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,3.0,24,72.0
INV-78832500027,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,E & J GALLO WINERY,E & J VS,4.83,48,231.84
INV-79107800002,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,TEMPORARY & SPECIALTY PACKAGES,SAZERAC COMPANY  INC,99 TOASTED FLAVORITES MINI,78.48,1,78.48
INV-78397000020,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,E & J GALLO WINERY,E & J VS MINI,9.68,12,116.16
INV-78900100004,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TEMPORARY & SPECIALTY PACKAGES,BROWN FORMAN CORP.,OLD FORESTER 1924 WHISKEY ROW SERIES,95.18,1,95.18
INV-79704200015,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS TENNESSEE HONEY,12.38,2,24.76
INV-79438900001,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL BLACK,28.49,3,85.47
INV-79695300012,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,12,180.0
INV-79005600001,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,17.25,6,103.5
INV-79962100018,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY MINT CHOCOLATE CHIP CREAM WHISKEY MINI,26.25,1,26.25
INV-79901500003,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,MAKERS MARK,27.0,1,27.0
INV-78786000035,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,LUXCO INC,PENELOPE HAVANA RUM MAPLE DOUBLE CASK FINISH,60.0,1,60.0
INV-78832500036,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,JIM BEAM BRANDS,HORNITOS PLATA,12.75,3,38.25
INV-78872400007,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,17.25,2,34.5
INV-79068000032,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED SCHNAPPS,DIAGEO AMERICAS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,20.99,2,41.98
INV-79655900017,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,7.49,6,44.94
INV-79655900021,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 100PRF,14.99,3,44.97
INV-79344100001,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,32,288.0
INV-79919600003,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,TEMPORARY & SPECIALTY PACKAGES,DIAGEO AMERICAS,CROWN ROYAL BLACKBERRY,26.24,6,157.44
INV-78786200006,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,26.24,12,314.88
INV-79478900004,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL SQUARE,12.38,24,297.12
INV-78397000005,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-78814000004,2025-01-21,WILTON EXPRESS,WILTON,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-79655900031,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT,7.17,24,172.08
INV-79504400007,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,1.73,48,83.04
INV-79704100028,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,WHITE RUM,LUXCO INC,PARAMOUNT WHITE RUM,12.0,6,72.0
INV-79074700019,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,13.13,8,105.04
INV-79704200017,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 SILVER,13.88,2,27.76
